"Arrival_time","Airline_Code","Airline","Origin_Airport","Origin_Code","Origin_City","Flight_Code","Duration"
"17:35","AI","Air India","Chhatrapati Shivaji Maharaj International Airport","BOM","Mumbai","AI2853","2h 10m"
"17:35","IX","Air India Express","Rajiv Gandhi International Airport","HYD","Hyderabad","IX1345","1h 30m"
"17:40","6E","IndiGo","Male International Airport","MLE","Male","6E1128","1h 55m"
"17:40","IX","Air India Express","Kolkata Netaji Subhas Chandra Bose Intl Airport","CCU","Kolkata","IX1543","2h 30m"
"17:50","6E","IndiGo","Rajiv Gandhi International Airport","HYD","Hyderabad","6E314","1h 20m"
"17:55","AI","Air India","Indira Gandhi International Airport","DEL","Delhi","AI2819","2h 55m"
"17:55","IX","Air India Express","Port Blair","IXZ","Port Blair","IX2794","2h 40m"
"18:10","6E","IndiGo","Hirasar Airport","HSR","Hirasar","6E6508","2h 15m"
"18:15","IC","Fly91","Hubli Airport","HBX","Hubli","IC3411","1h 20m"
"18:15","QP","Akasa Air","Phuket International Airport","HKT","Phuket","QP624","3h 35m"
"18:20","6E","IndiGo","Goa","GOI","Goa","6E6754","1h 15m"
"18:25","6E","IndiGo","Agra","AGR","Agra","6E942","2h 40m"
"18:25","6E","IndiGo","Ozar Airport","ISK","Ozar","6E6548","1h 50m"
"18:35","6E","IndiGo","Pune","PNQ","Pune","6E137","1h 40m"
"18:40","6E","IndiGo","Indira Gandhi International Airport","DEL","Delhi","6E880","2h 55m"
"18:45","6E","IndiGo","Coimbatore","CJB","Coimbatore","6E7012","1h 15m"
"18:45","6E","IndiGo","Chennai International","MAA","Chennai","6E365","1h 0m"
"18:45","IX","Air India Express","Kannur International Airport","CNN","Kannur","IX5910","1h 10m"
"18:50","IX","Air India Express","Cochin","COK","Kochi","IX2115","1h 15m"
"18:50","IX","Air India Express","Srinagar","SXR","Srinagar","IX1169","3h 40m"
"18:55","6E","IndiGo","Chhatrapati Shivaji Maharaj International Airport","BOM","Mumbai","6E5221","1h 55m"
"18:55","6E","IndiGo","Madurai","IXM","Madurai","6E7163","1h 30m"
"19:05","6E","IndiGo","Rajiv Gandhi International Airport","HYD","Hyderabad","6E6417","1h 20m"
"19:05","IX","Air India Express","Devi Ahilyabai Holkar","IDR","Indore","IX1368","2h 10m"
"19:05","IX","Air India Express","Birsa Munda","IXR","Ranchi","IX2176","2h 35m"
"19:10","IX","Air India Express","Suvarnabhumi Airport","BKK","Bangkok","IX883","3h 55m"
"19:10","S5","Star Air","Nanded Airport","NDC","Nanded","S5184","1h 30m"
"19:15","6E","IndiGo","Ahmedabad Airport","AMD","Ahmedabad","6E863","2h 20m"
"19:15","QP","Akasa Air","Pune","PNQ","Pune","QP1316","1h 40m"
"19:20","EK","Emirates","Dubai International Airport","DXB","Dubai","EK566","4h 5m"
"19:25","6E","IndiGo","Mangalore","IXE","Mangalore","6E388","1h 15m"
"19:25","IX","Air India Express","Lokpriya Gopinath Bordoloi International Airport","GAU","Guwahati","IX2932","3h 20m"
"19:30","6E","IndiGo","Aurangabad","IXU","Aurangabad","6E517","1h 40m"
"19:30","IX","Air India Express","Ahmedabad Airport","AMD","Ahmedabad","IX2002","2h 20m"
