"Departure_Time","Airline_Code","Airline","Destination_Airport","Destination_Code","Destination_City","Flight_Code","Duration"
"21:50","6E","IndiGo","Chennai International","MAA","Chennai","6E6562","1h 5m"
"21:50","9I","Alliance Air","Rajiv Gandhi International Airport","HYD","Hyderabad","9I519","1h 45m"
"21:50","IX","Air India Express","Pune","PNQ","Pune","IX2680","1h 40m"
"22:00","6E","IndiGo","Indira Gandhi International Airport","DEL","Delhi","6E6406","2h 50m"
"22:15","EY","Etihad","Zayed International Airport","AUH","Abu Dhabi","EY239","3h 50m"
"22:20","6E","IndiGo","Chhatrapati Shivaji Maharaj International Airport","BOM","Mumbai","6E5094","1h 45m"
"22:20","6E","IndiGo","Kolkata Netaji Subhas Chandra Bose Intl Airport","CCU","Kolkata","6E952","2h 40m"
"22:20","GF","Gulf Air","Bahrain International Airport","BAH","Bahrain","GF281","4h 40m"
"22:30","AI","Air India","Indira Gandhi International Airport","DEL","Delhi","AI2488","2h 55m"
"22:50","QP","Akasa Air","Navi Mumbai International Airport","NMI","Mumbai","QP2002","1h 45m"
"22:55","QP","Akasa Air","Chhatrapati Shivaji Maharaj International Airport","BOM","Mumbai","QP1134","1h 45m"
"23:05","6E","IndiGo","Pune","PNQ","Pune","6E116","1h 40m"
"23:05","SQ","Singapore Airlines","Singapore Changi Airport","SIN","Singapore","SQ511","4h 35m"
"23:25","AK","AirAsia","Kuala Lumpur International Airport","KUL","Kuala Lumpur","AK52","4h 15m"
"23:30","6E","IndiGo","Chhatrapati Shivaji Maharaj International Airport","BOM","Mumbai","6E6189","1h 45m"
"23:30","6E","IndiGo","Indira Gandhi International Airport","DEL","Delhi","6E2313","2h 50m"
"23:35","VJ","VietJet","Tansonnhat International","SGN","Ho Chi Minh City","VJ1802","4h 55m"
"23:40","AI","Air India","Chhatrapati Shivaji Maharaj International Airport","BOM","Mumbai","AI2811","2h 5m"
