"Departure_Time","Airline_Code","Airline","Destination_Airport","Destination_Code","Destination_City","Flight_Code","Duration"
"12:40","6E","IndiGo","Srinagar","SXR","Srinagar","6E214","2h 40m"
"12:45","6E","IndiGo","Kolkata Netaji Subhas Chandra Bose Intl Airport","CCU","Kolkata","6E5239","2h 45m"
"12:45","6E","IndiGo","Heathrow","LHR","London","6E1","10h 40m"
"12:45","AI","Air India","Chennai International","MAA","Chennai","AI2780","2h 20m"
"12:50","BA","British Airways","Heathrow","LHR","London","BA198","9h 55m"
"12:55","QP","Akasa Air","Indira Gandhi International Airport","DEL","Delhi","QP1127","2h 25m"
"12:55","KU","Kuwait Airways","Kuwait International","KWI","Kuwait","KU304","4h 10m"
"12:55","QP","Akasa Air","Allahabad","IXD","Allahabad","QP1123","2h 20m"
"13:00","6E","IndiGo","Indira Gandhi International Airport","DEL","Delhi","6E615","2h 15m"
"13:00","AI","Air India","Indira Gandhi International Airport","DEL","Delhi","AI2677","2h 15m"
"13:05","6E","IndiGo","Suvarnabhumi Airport","BKK","Bangkok","6E1059","4h 40m"
"13:05","AI","Air India","Goa","GOI","Goa","AI2477","1h 15m"
"13:05","QP","Akasa Air","Mopa Airport","GOX","Goa","QP1105","1h 25m"
"13:10","IX","Air India Express","Varanasi","VNS","Varanasi","IX1023","2h 30m"
"13:20","6E","IndiGo","Devi Ahilyabai Holkar","IDR","Indore","6E6386","1h 40m"
"13:20","QP","Akasa Air","Varanasi","VNS","Varanasi","QP1427","2h 30m"
"13:30","6E","IndiGo","Gwalior","GWL","Gwalior","6E5276","2h 10m"
"13:35","6E","IndiGo","Tiruchirappalli","TRZ","Tiruchirappalli","6E2016","2h 5m"
"13:35","QP","Akasa Air","Lokpriya Gopinath Bordoloi International Airport","GAU","Guwahati","QP1141","3h 15m"
"13:40","AI","Air India","Heathrow","LHR","London","AI131","10h 20m"
"13:45","6E","IndiGo","Goa","GOI","Goa","6E230","1h 25m"
"13:45","6E","IndiGo","Chennai International","MAA","Chennai","6E5337","2h 5m"
"13:50","AI","Air India","Bhuj","BHJ","Bhuj","AI2753","1h 25m"
"13:55","EY","Etihad","Zayed International Airport","AUH","Abu Dhabi","EY203","3h 5m"
"14:00","6E","IndiGo","Indira Gandhi International Airport","DEL","Delhi","6E6704","2h 15m"
"14:05","AI","Air India","Indira Gandhi International Airport","DEL","Delhi","AI2960","2h 15m"
"14:05","AI","Air India","Kolkata Netaji Subhas Chandra Bose Intl Airport","CCU","Kolkata","AI2773","2h 50m"
"14:10","6E","IndiGo","Gorakhpur Airport","GOP","Gorakhpur","6E2280","2h 25m"
"14:15","6E","IndiGo","Chandigarh","IXC","Chandigarh","6E6393","2h 20m"
"14:25","6E","IndiGo","Raipur","RPR","Raipur","6E5345","2h 0m"
"14:25","AI","Air India","Udaipur","UDR","Udaipur","AI2595","1h 35m"
"14:30","6E","IndiGo","Kempegowda International Airport","BLR","Bengaluru","6E5382","1h 55m"
"14:30","QP","Akasa Air","Indira Gandhi International Airport","DEL","Delhi","QP1819","2h 20m"
"14:30","WY","Oman Air","Seeb International","MCT","Muscat","WY204","2h 45m"
"14:35","AI","Air India","Chandigarh","IXC","Chandigarh","AI2659","2h 40m"
"14:40","6E","IndiGo","Hirasar Airport","HSR","Hirasar","6E273","1h 10m"
"14:40","6E","IndiGo","Rajahmundry","RJA","Rajahmundry","6E5123","1h 55m"
"14:55","6E","IndiGo","Ahmedabad Airport","AMD","Ahmedabad","6E5201","1h 25m"
"15:00","6E","IndiGo","Indira Gandhi International Airport","DEL","Delhi","6E349","2h 15m"
"15:00","AI","Air India","Indira Gandhi International Airport","DEL","Delhi","AI2442","2h 20m"
"15:05","6E","IndiGo","Dubai International Airport","DXB","Dubai","6E1453","3h 5m"
"15:05","AI","Air India","Rajiv Gandhi International Airport","HYD","Hyderabad","AI2531","1h 30m"
"15:10","6E","IndiGo","Thiruvananthapuram International","TRV","Thiruvananthapuram","6E624","2h 15m"
"15:15","6E","IndiGo","Kolkata Netaji Subhas Chandra Bose Intl Airport","CCU","Kolkata","6E5354","2h 45m"
"15:15","6E","IndiGo","Rajiv Gandhi International Airport","HYD","Hyderabad","6E5386","1h 30m"
"15:20","IX","Air India Express","Bhubaneshwar","BBI","Bhubaneswar","IX1164","2h 25m"
"15:25","6E","IndiGo","Chennai International","MAA","Chennai","6E5196","2h 5m"
"15:25","AI","Air India","Kempegowda International Airport","BLR","Bengaluru","AI2853","2h 10m"
"15:30","AI","Air India","Goa","GOI","Goa","AI2745","1h 20m"
"15:30","AI","Air India","Indira Gandhi International Airport","DEL","Delhi","AI1851","2h 30m"
"15:30","IX","Air India Express","Bagdogra","IXB","Bagdogra","IX1176","2h 50m"
"15:30","SG","SpiceJet","Varanasi","VNS","Varanasi","SG505","2h 15m"
"15:35","AI","Air India","Vijayawada","VGA","Vijayawada","AI598","1h 55m"
"15:35","6E","IndiGo","Kempegowda International Airport","BLR","Bengaluru","6E5071","1h 50m"
"15:45","6E","IndiGo","Coimbatore","CJB","Coimbatore","6E240","1h 55m"
"15:45","6E","IndiGo","Udaipur","UDR","Udaipur","6E5154","1h 25m"
"15:50","6E","IndiGo","Bhopal","BHO","Bhopal","6E5131","1h 35m"
"15:55","AI","Air India","Dubai International Airport","DXB","Dubai","AI4217","3h 0m"
"15:55","6E","IndiGo","Phuket International Airport","HKT","Phuket","6E1311","4h 30m"
"16:00","6E","IndiGo","Indira Gandhi International Airport","DEL","Delhi","6E313","2h 15m"
"16:00","AI","Air India","Indira Gandhi International Airport","DEL","Delhi","AI866","2h 20m"
"16:00","EK","Emirates","Dubai International Airport","DXB","Dubai","EK507","3h 5m"
"16:10","6E","IndiGo","Calicut","CCJ","Kozhikode","6E6931","1h 55m"
"16:30","IX","Air India Express","Goa","GOI","Goa","IX1242","1h 20m"
"16:30","SG","SpiceJet","Patna","PAT","Patna","SG681","2h 20m"
"16:30","AI","Air India","Indira Gandhi International Airport","DEL","Delhi","AI2687","2h 30m"
"16:35","IX","Air India Express","Chandigarh","IXC","Chandigarh","IX2396","2h 20m"
"16:40","6E","IndiGo","Goa","GOI","Goa","6E5241","1h 25m"
"16:40","QP","Akasa Air","Indira Gandhi International Airport","DEL","Delhi","QP1825","2h 35m"
"16:45","6E","IndiGo","Indira Gandhi International Airport","DEL","Delhi","6E6082","2h 10m"
"16:45","6E","IndiGo","Rajiv Gandhi International Airport","HYD","Hyderabad","6E5228","1h 35m"
"16:45","IX","Air India Express","Indira Gandhi International Airport","DEL","Delhi","IX1671","2h 20m"
"16:50","6E","IndiGo","Bhubaneshwar","BBI","Bhubaneswar","6E463","2h 35m"
"16:50","6E","IndiGo","Devi Ahilyabai Holkar","IDR","Indore","6E6599","1h 25m"
"16:50","QP","Akasa Air","Indira Gandhi International Airport","DEL","Delhi","QP1808","2h 30m"
"16:55","AI","Air India","Cochin","COK","Kochi","AI681","2h 0m"
"16:55","6E","IndiGo","Nagpur","NAG","Nagpur","6E6802","1h 35m"
"17:00","6E","IndiGo","Kempegowda International Airport","BLR","Bengaluru","6E5221","1h 55m"
"17:00","IY","Yemenia","Aden Intl","ADE","Aden","IY855","4h 0m"
"17:00","QP","Akasa Air","Varanasi","VNS","Varanasi","QP1429","2h 20m"
"17:10","6E","IndiGo","Cochin","COK","Kochi","6E437","2h 0m"
"17:15","6E","IndiGo","Lokpriya Gopinath Bordoloi International Airport","GAU","Guwahati","6E843","3h 10m"
"17:20","6E","IndiGo","Indira Gandhi International Airport","DEL","Delhi","6E315","2h 25m"
"17:20","6E","IndiGo","Dubai International Airport","DXB","Dubai","6E1455","3h 5m"
"17:25","6E","IndiGo","Chennai International","MAA","Chennai","6E5048","2h 10m"
"17:30","AI","Air India","Indira Gandhi International Airport","DEL","Delhi","AI2910","2h 20m"
